CHR	BP	ANNOTATE
chr10	126414160	NA
chr10	126414452	NA
chr10	126414510	NA
chr10	126415795	NA
chr10	126415910	NA
chr10	126417181	NA
chr10	126417914	NA
chr10	126418393	NA
chr10	126418782	NA
chr10	126419153	NA
chr10	126419384	NA
chr10	126419400	NA
chr10	126419743	NA
chr10	126419827	NA
chr10	126419841	NA
chr10	126424299	NA
chr10	126424344	NA
chr10	126424412	NA
chr10	126424752	NA
chr10	126424823	NA
chr10	126424835	NA
chr10	126424942	NA
chr10	126425202	NA
chr10	126425537	NA
chr10	126425866	NA
chr10	126425987	NA
chr10	126426148	NA
chr10	126426951	NA
chr10	126427037	NA
chr10	126427252	NA
chr10	126427530	NA
chr10	126428145	NA
chr10	126428174	NA
chr10	126428323	NA
chr10	126428607	NA
chr10	126428674	NA
chr10	126428765	NA
chr10	126429204	NA
chr10	126429457	NA
chr10	126429875	NA
chr10	126430151	NA
chr10	126430823	NA
chr10	126431281	NA
chr10	126431711	NA
chr10	126432011	NA
chr10	126432549	NA
chr10	126432900	NA
chr10	126433498	NA
chr10	126433570	NA
chr10	126434570	NA
chr10	126439062	NA
chr10	126439155	NA
chr10	126447545	NA
chr10	126447774	NA
chr10	126448374	NA
chr10	126448383	NA
chr10	126449306	NA
chr10	126449428	NA
chr10	126453194	NA
chr10	126453481	NA
chr10	126454248	NA
chr10	126454888	NA
chr10	126463987	NA
chr10	126464114	NA
chr10	126464344	NA
chr10	126479339	NA
chr10	126479989	NA
chr10	126480233	NA
chr10	126480276	NA
chr10	126480381	exonic
chr10	126480556	NA
chr10	126480591	NA
chr10	126480880	NA
chr10	126484869	NA
chr10	126484914	NA
chr10	126485172	NA
chr10	126485228	NA
chr10	126485489	NA
chr10	126489426	NA
chr10	126489546	NA
chr10	126490581	NA
chr10	126511849	NA
chr10	126512248	NA
chr10	126512386	NA
chr10	126512533	NA
chr10	126512814	NA
chr10	126512933	NA
chr10	126517989	exonic
chr10	126523605	NA
chr10	126524046	NA
chr10	126551900	NA
chr10	126552236	NA
chr10	126552971	NA
chr10	126553456	NA
chr10	126553531	NA
chr10	126553566	NA
chr10	126553571	NA
chr10	126554888	NA
chr10	126555333	NA
chr10	126564349	NA
chr10	126564385	NA
chr10	126566925	NA
chr10	126577536	NA
chr10	126581842	NA
chr10	126583348	NA
chr10	126583450	NA
chr10	126591910	NA
chr10	126596376	NA
chr10	126596425	NA
chr10	126599879	NA
chr10	126599886	NA
chr10	126602035	NA
chr10	126602155	NA
chr10	126604356	NA
chr10	126604496	NA
chr10	126605005	NA
chr10	126605010	NA
chr10	126605316	NA
chr10	126607354	NA
chr10	126607739	NA
chr10	126607803	NA
chr10	126608042	NA
chr10	126609626	NA
chr10	126609647	NA
chr10	126628143	NA
chr10	126628420	NA
chr10	126628541	NA
chr10	126629167	NA
chr10	126629204	NA
chr10	126629701	NA
chr10	126630015	NA
chr10	126630557	NA
chr10	126630766	NA
chr10	126632116	NA
chr10	126632122	NA
chr10	126632386	NA
chr10	126640918	NA
chr10	126640936	NA
chr10	126641734	NA
chr10	126642845	NA
chr10	126643381	NA
chr10	126643845	NA
chr10	126643996	NA
chr10	126654400	NA
chr10	126670356	exonic
chr10	126673998	NA
chr10	126674093	NA
chr10	126674227	NA
chr10	126674467	NA
chr10	126674689	NA
chr10	126675365	NA
chr10	126675532	NA
chr10	126675534	NA
chr10	126675550	NA
chr10	126675645	NA
chr10	126675759	NA
chr10	126675765	NA
chr10	126676521	NA
chr10	126676686	NA
chr10	126676837	NA
chr10	126677239	NA
chr10	126677245	NA
chr10	126681113	NA
chr10	126681215	NA
chr10	126681219	NA
chr10	126683766	NA
chr10	126683802	NA
chr10	126683857	NA
chr10	126684980	NA
chr10	126685024	NA
chr10	126685182	NA
chr10	126685539	NA
chr10	126685867	NA
chr10	126685916	NA
chr10	126686288	NA
chr10	126686390	NA
chr10	126686762	NA
chr10	126686827	NA
chr10	126687330	NA
chr10	126687452	NA
chr10	126687528	NA
chr10	126687613	NA
chr10	126688047	NA
chr10	126688200	NA
chr10	126688370	NA
chr10	126688428	NA
chr10	126688821	NA
chr10	126688823	NA
chr10	126688968	NA
chr10	126688980	NA
chr10	126689020	NA
chr10	126689236	NA
chr10	126689249	NA
chr10	126689398	NA
chr10	126689675	NA
chr10	126690383	NA
chr10	126690534	NA
chr10	126690570	NA
chr10	126690767	NA
chr10	126690918	NA
chr10	126690919	NA
chr10	126691180	NA
chr10	126691276	NA
chr10	126691471	NA
chr10	126692066	NA
chr10	126692123	NA
chr10	126692193	NA
chr10	126692423	NA
chr10	126692427	NA
chr10	126692430	NA
chr10	126692486	NA
chr10	126693233	NA
chr10	126693480	NA
chr10	126693565	NA
chr10	126693935	NA
chr10	126694170	intronic
chr10	126695073	NA
chr10	126695268	NA
chr10	126695269	NA
chr10	126695432	NA
chr10	126695589	NA
chr10	126695673	NA
chr10	126695847	NA
chr10	126696001	NA
chr10	126696061	NA
chr10	126696065	NA
chr10	126696496	NA
chr10	126696585	NA
chr10	126696643	NA
chr10	126696695	NA
chr10	126696704	NA
chr10	126696711	NA
chr10	126696830	NA
chr10	126696840	NA
chr10	126696872	NA
chr10	126696978	NA
chr10	126696984	NA
chr10	126697086	NA
chr10	126697114	NA
chr10	126697210	NA
chr10	126697283	NA
chr10	126697327	NA
chr10	126697494	NA
chr10	126697609	NA
chr10	126697820	NA
chr10	126697962	NA
chr10	126698696	NA
chr10	126698768	NA
chr10	126699046	NA
chr10	126702258	NA
chr10	126702698	NA
chr10	126702814	NA
chr10	126702843	NA
chr10	126703213	NA
chr10	126703215	NA
chr10	126703349	NA
chr10	126703427	NA
chr10	126703761	NA
chr10	126703795	NA
chr10	126703985	NA
chr10	126704345	NA
chr10	126704428	NA
chr10	126704598	NA
chr10	126704600	NA
chr10	126704601	NA
chr10	126704601	NA
chr10	126704700	NA
chr10	126704704	NA
chr10	126705087	NA
chr10	126705111	NA
chr10	126705258	NA
chr10	126706676	NA
chr10	126707412	NA
chr10	126708783	NA
chr10	126708965	NA
chr10	126709054	NA
chr10	126709100	NA
chr10	126709261	NA
chr10	126709703	NA
chr10	126709953	NA
chr10	126710118	NA
chr10	126710127	NA
chr10	126710162	NA
chr10	126710353	NA
chr10	126710653	NA
chr10	126710654	NA
chr10	126710791	NA
chr10	126710997	NA
chr10	126711050	NA
chr10	126711107	NA
chr10	126711259	NA
chr10	126711478	NA
chr10	126711499	NA
chr10	126711516	NA
chr10	126711633	NA
chr10	126711691	NA
chr10	126712157	NA
chr10	126712219	NA
chr10	126712428	NA
chr10	126712615	NA
chr10	126712694	NA
chr10	126712757	NA
chr10	126712781	NA
chr10	126713026	NA
chr10	126713582	NA
chr10	126713724	NA
chr10	126713807	NA
chr10	126714166	NA
chr10	126714169	NA
chr10	126714200	NA
chr10	126714256	NA
chr10	126714310	NA
chr10	126714641	NA
chr10	126714714	exonic
chr10	126714966	exonic
chr10	126715075	exonic
chr10	126715154	exonic
chr10	126715436	exonic
chr10	126715468	exonic
chr10	126715629	exonic
chr10	126715692	exonic
chr10	126715744	exonic
chr10	126716346	NA
chr10	126716581	NA
chr10	126716847	NA
chr10	126716870	NA
chr10	126717130	NA
chr10	126717137	NA
chr10	126717332	NA
chr10	126717617	NA
chr10	126717714	NA
chr10	126717866	NA
chr10	126717896	NA
chr10	126717998	NA
chr10	126718031	NA
chr10	126718244	NA
chr10	126718276	NA
chr10	126718321	NA
chr10	126718350	NA
chr10	126718413	NA
chr10	126718455	NA
chr10	126718750	NA
chr10	126718916	NA
chr10	126719263	NA
chr10	126719360	NA
chr10	126719576	NA
chr10	126719590	NA
chr10	126719704	NA
chr10	126720917	NA
chr10	126720951	NA
chr10	126721261	NA
chr10	126721441	NA
chr10	126721495	NA
chr10	126721685	NA
chr10	126721702	NA
chr10	126721819	NA
chr10	126721935	NA
chr10	126721947	NA
chr10	126721954	NA
chr10	126722028	NA
chr10	126722149	NA
chr10	126722170	NA
chr10	126722338	NA
chr10	126722345	NA
chr10	126722453	NA
chr10	126722494	NA
chr10	126722535	NA
chr10	126722592	NA
chr10	126722650	NA
chr10	126722814	NA
chr10	126723078	NA
chr10	126723133	NA
chr10	126723567	NA
chr10	126723939	NA
chr10	126724294	NA
chr10	126724670	NA
chr10	126724796	NA
chr10	126724927	NA
chr10	126725233	NA
chr10	126725416	NA
chr10	126725553	NA
chr10	126726080	NA
chr10	126726335	NA
chr10	126726558	NA
chr10	126726827	NA
chr10	126726885	NA
chr10	126726979	NA
chr10	126727131	NA
chr10	126727268	NA
chr10	126727353	NA
chr10	126727493	NA
chr10	126727828	NA
chr10	126728012	NA
chr10	126728195	NA
chr10	126728286	NA
chr10	126728403	NA
chr10	126728522	NA
chr10	126728551	NA
chr10	126728569	NA
chr10	126733643	NA
chr10	126733722	NA
chr10	126733746	NA
chr10	126733978	NA
chr10	126734000	NA
chr10	126734115	NA
chr10	126734331	NA
chr10	126734419	NA
chr10	126734678	NA
chr10	126734735	NA
chr10	126734779	NA
chr10	126734956	NA
chr10	126734964	NA
chr10	126736726	NA
chr10	126736876	NA
chr10	126737111	NA
chr10	126737234	NA
chr10	126737566	NA
chr10	126737579	NA
chr10	126737687	NA
chr10	126737997	NA
chr10	126738444	NA
chr10	126738471	NA
chr10	126738533	NA
chr10	126738633	NA
chr10	126738634	NA
chr10	126739029	NA
chr10	126739149	NA
chr10	126740683	NA
chr10	126740771	NA
chr10	126740797	NA
chr10	126740903	NA
chr10	126740969	NA
chr10	126742777	NA
chr10	126743021	NA
chr10	126743066	NA
chr10	126743096	NA
chr10	126743195	NA
chr10	126743370	NA
chr10	126743376	NA
chr10	126743388	NA
chr10	126744471	NA
chr10	126744679	NA
chr10	126744733	NA
chr10	126744738	NA
chr10	126744745	NA
chr10	126744765	NA
chr10	126744828	NA
chr10	126745373	NA
chr10	126745519	NA
chr10	126745920	NA
chr10	126746339	NA
chr10	126746446	NA
chr10	126746531	NA
chr10	126746869	NA
chr10	126747046	NA
chr10	126747096	NA
chr10	126747232	NA
chr10	126747373	NA
chr10	126747517	NA
chr10	126747542	NA
chr10	126747658	NA
chr10	126747809	NA
chr10	126748383	NA
chr10	126748475	NA
chr10	126749162	NA
chr10	126749210	NA
chr10	126749329	NA
chr10	126749609	NA
chr10	126749812	NA
chr10	126750343	NA
chr10	126750534	NA
chr10	126750568	NA
chr10	126750816	NA
chr10	126750836	NA
chr10	126750945	NA
chr10	126751136	NA
chr10	126751331	NA
chr10	126751440	NA
chr10	126751600	NA
chr10	126751882	NA
chr10	126751899	NA
chr10	126752170	NA
chr10	126752480	NA
chr10	126752624	NA
chr10	126753404	NA
chr10	126753504	NA
chr10	126753704	NA
chr10	126753851	NA
chr10	126753907	NA
chr10	126754062	NA
chr10	126754141	NA
chr10	126754447	NA
chr10	126754499	NA
chr10	126754520	NA
chr10	126754527	NA
chr10	126754537	NA
chr10	126754731	NA
chr10	126754834	NA
chr10	126754944	NA
chr10	126755203	NA
chr10	126755536	NA
chr10	126755731	NA
chr10	126755733	NA
chr10	126755887	NA
chr10	126755930	NA
chr10	126756083	NA
chr10	126756553	NA
chr10	126756858	NA
chr10	126756876	NA
chr10	126756985	NA
chr10	126757201	NA
chr10	126757251	NA
chr10	126757460	NA
chr10	126757924	NA
chr10	126757961	NA
chr10	126770495	NA
chr10	126770588	NA
chr10	126770596	NA
chr10	126770692	NA
chr10	126770730	NA
chr10	126770750	NA
chr10	126770774	NA
chr10	126771586	NA
chr10	126771778	NA
chr10	126771793	NA
chr10	126771900	NA
chr10	126771905	NA
chr10	126772408	NA
chr10	126772438	NA
chr10	126772581	NA
chr10	126772671	NA
chr10	126772898	NA
chr10	126772981	NA
chr10	126773104	NA
chr10	126773152	NA
chr10	126773155	NA
chr10	126773368	NA
chr10	126773746	NA
chr10	126773960	NA
chr10	126774335	NA
chr10	126774926	NA
chr10	126775004	NA
chr10	126775087	NA
chr10	126775236	NA
chr10	126776279	NA
chr10	126776399	NA
chr10	126776863	NA
chr10	126778078	NA
chr10	126778248	NA
chr10	126778415	NA
chr10	126780993	NA
chr10	126781165	NA
chr10	126781215	NA
chr10	126781349	NA
chr10	126781390	NA
chr10	126784273	NA
chr10	126784541	NA
chr10	126784607	NA
chr10	126784945	NA
chr10	126785811	NA
chr10	126785827	NA
chr10	126786126	NA
chr10	126786467	NA
chr10	126787435	NA
chr10	126787489	NA
chr10	126787770	NA
chr10	126787907	NA
chr10	126788191	NA
chr10	126788385	NA
chr10	126790661	NA
chr10	126790803	NA
chr10	126791786	NA
chr10	126795020	NA
chr10	126795159	NA
chr10	126795335	NA
chr10	126795344	NA
chr10	126796382	NA
chr10	126798636	NA
chr10	126798689	NA
chr10	126798920	NA
chr10	126799041	NA
chr10	126799669	NA
chr10	126800077	NA
chr10	126800342	NA
chr10	126800345	NA
chr10	126800533	NA
chr10	126800650	NA
chr10	126801366	NA
chr10	126801754	NA
chr10	126802106	NA
chr10	126802134	NA
chr10	126802277	NA
chr10	126802320	NA
chr10	126802394	NA
chr10	126802409	NA
chr10	126802447	NA
chr10	126802740	NA
chr10	126802778	NA
chr10	126802898	NA
chr10	126802962	NA
chr10	126802969	NA
chr10	126803078	NA
chr10	126803079	NA
chr10	126803093	NA
chr10	126803432	NA
chr10	126803599	NA
chr10	126803600	NA
chr10	126803713	NA
chr10	126803750	NA
chr10	126803751	NA
chr10	126803851	NA
chr10	126803895	NA
chr10	126804333	NA
chr10	126804383	NA
chr10	126804396	NA
chr10	126804410	NA
chr10	126804550	NA
chr10	126804565	NA
chr10	126805435	NA
chr10	126805640	NA
chr10	126805641	NA
chr10	126805746	NA
chr10	126805763	NA
chr10	126805779	NA
chr10	126805791	NA
chr10	126805797	NA
chr10	126805817	NA
chr10	126806014	NA
chr10	126806136	NA
chr10	126806658	NA
chr10	126806766	NA
chr10	126806771	NA
chr10	126806772	NA
chr10	126806773	NA
chr10	126806779	NA
chr10	126807285	NA
chr10	126807302	NA
chr10	126807470	NA
chr10	126807497	NA
chr10	126808726	NA
chr10	126808877	NA
chr10	126809715	NA
chr10	126810584	NA
chr10	126811170	NA
chr10	126811193	NA
chr10	126811391	NA
chr10	126811672	NA
chr10	126811793	NA
chr10	126811891	NA
chr10	126812002	NA
chr10	126812217	NA
chr10	126812244	NA
chr10	126812270	NA
chr10	126812503	NA
chr10	126813033	NA
chr10	126813661	NA
chr10	126813931	NA
chr10	126813961	NA
chr10	126814086	NA
chr10	126814138	NA
chr10	126814284	NA
chr10	126814286	NA
chr10	126814366	NA
chr10	126814721	NA
chr10	126815036	NA
chr10	126815304	NA
chr10	126815354	NA
chr10	126815404	NA
chr10	126815481	NA
chr10	126815554	NA
chr10	126816668	NA
chr10	126816705	NA
chr10	126817597	NA
chr10	126817605	NA
chr10	126817740	NA
chr10	126817841	NA
chr10	126818270	NA
chr10	126819462	NA
chr10	126819723	NA
chr10	126821470	NA
chr10	126821501	NA
chr10	126821523	NA
chr10	126822134	NA
chr10	126822676	NA
chr10	126823154	NA
chr10	126823233	NA
chr10	126823450	NA
chr10	126823475	NA
chr10	126823557	NA
chr10	126823714	NA
chr10	126823911	NA
chr10	126823966	NA
chr10	126824068	NA
chr10	126824090	NA
chr10	126824402	NA
chr10	126824728	NA
chr10	126824853	NA
chr10	126825012	NA
chr10	126825603	NA
chr10	126825793	NA
chr10	126826426	NA
chr10	126826801	NA
chr10	126827246	NA
chr10	126830298	NA
chr10	126831441	NA
chr10	126832225	NA
chr10	126832229	NA
chr10	126832604	NA
chr10	126832736	NA
chr10	126832894	NA
chr10	126833066	NA
chr10	126833172	NA
chr10	126833582	NA
chr10	126833596	NA
chr10	126834032	NA
chr10	126835014	NA
chr10	126836275	NA
chr10	126836322	NA
chr10	126836468	NA
chr10	126836686	NA
chr10	126837129	NA
chr10	126837139	NA
chr10	126837211	NA
chr10	126837944	NA
chr10	126837986	NA
chr10	126838163	NA
chr10	126838355	NA
chr10	126838792	NA
chr10	126839163	NA
chr10	126839292	NA
chr10	126839517	NA
chr10	126840272	NA
chr10	126840291	NA
chr10	126840362	NA
chr10	126840363	NA
chr10	126840418	NA
chr10	126840650	NA
chr10	126840652	NA
chr10	126840808	NA
chr10	126840928	NA
chr10	126841305	NA
chr10	126841475	NA
chr10	126841716	NA
chr10	126842060	NA
chr10	126842173	NA
chr10	126842221	NA
chr10	126842339	NA
chr10	126842419	NA
chr10	126842421	NA
chr10	126842554	NA
chr10	126842826	NA
chr10	126842965	NA
chr10	126843221	NA
chr10	126843301	NA
chr10	126843367	NA
chr10	126843487	NA
chr10	126843661	NA
chr10	126843934	NA
chr10	126843966	NA
chr10	126844505	NA
chr10	126844523	NA
chr10	126844621	NA
chr10	126844753	NA
chr10	126845058	NA
chr10	126845439	NA
chr10	126846214	NA
chr10	126846531	NA
chr10	126846729	NA
chr10	126846738	NA
chr10	126846738	NA
chr10	126847208	NA
chr10	126847573	NA
chr10	126847795	NA
chr10	126847922	NA
chr10	126848698	NA
chr10	126848983	NA
chr10	126848989	NA
chr10	126848992	NA
chr10	126849327	NA
chr10	126849606	NA
chr10	126849631	NA
chr10	126849817	NA
chr10	126849849	NA
chr10	126850035	NA
chr10	126850367	NA
chr10	126850489	NA
chr10	126850793	NA
chr10	126851174	NA
chr10	126851309	NA
chr10	126857944	NA
chr10	126858360	NA
chr10	126873203	NA
chr10	126873237	NA
chr10	126889718	NA
chr10	126889889	NA
chr10	126905708	NA
chr10	126906794	NA
chr10	126906795	NA
chr10	126909796	NA
chr10	126920171	NA
chr10	126920317	NA
chr10	126971418	NA
chr10	126977262	NA
chr10	126977441	NA
chr10	126977517	NA
chr10	126977560	NA
chr10	126977561	NA
chr10	126977571	NA
chr10	126977604	NA
chr10	126977649	NA
chr10	126979087	NA
chr10	126979195	NA
chr10	126980104	NA
chr10	126982669	NA
chr10	126983210	NA
chr10	126983697	NA
chr10	126983722	NA
chr10	126983736	NA
chr10	126983772	NA
chr10	126983784	NA
chr10	126985437	NA
chr10	127003302	NA
chr10	127003445	NA
chr10	127003454	NA
chr10	127033565	NA
chr10	127043936	NA
chr10	127043957	NA
chr10	127060599	NA
chr10	127060725	NA
chr10	127061078	NA
chr10	127063879	NA
chr10	127081833	NA
chr10	127081839	NA
chr10	127081979	NA
chr10	127085403	NA
chr10	127088133	NA
chr10	127088134	NA
chr10	127088244	NA
chr10	127088288	NA
chr10	127088481	NA
chr10	127088482	NA
chr10	127088484	NA
chr10	127095402	NA
chr10	127095449	NA
chr10	127096030	NA
chr10	127096383	NA
chr10	127096398	NA
chr10	127096474	NA
chr10	127098440	NA
chr10	127100408	NA
chr10	127100551	NA
chr10	127113381	NA
chr10	127113394	NA
chr10	127113421	NA
chr10	127113626	NA
chr10	127113715	NA
chr10	127113736	NA
chr10	127113918	NA
chr10	127113950	NA
chr10	127113999	NA
chr10	127128444	NA
chr10	127128542	NA
chr10	127128557	NA
chr10	127128559	NA
chr10	127128559	NA
chr10	127128650	NA
chr10	127128670	NA
chr10	127128835	NA
chr10	127140212	NA
chr10	127140233	NA
chr10	127140267	NA
chr10	127162386	NA
chr10	127167833	NA
chr10	127167874	NA
chr10	127176434	NA
chr10	127184196	NA
chr10	127184263	NA
chr11	2161858	NA
chr11	2161955	ncRNA_exonic
chr11	2163110	NA
chr11	2163853	NA
chr11	2163932	NA
chr11	2164209	NA
chr11	2164333	NA
chr11	2164488	NA
chr11	2164621	NA
chr11	2164799	NA
chr11	2164990	NA
chr11	2165173	NA
chr11	2165320	NA
chr11	2165383	NA
chr11	2165476	NA
chr11	2165576	NA
chr11	2165614	NA
chr11	2165631	NA
chr11	2165757	NA
chr11	2167187	NA
chr11	2167216	NA
chr11	2167303	NA
chr11	2167543	ncRNA_exonic
chr11	2167618	ncRNA_exonic
chr11	2167641	ncRNA_exonic
chr11	2167850	NA
chr11	2167981	NA
chr11	2168375	NA
chr11	2168443	NA
chr11	2168445	NA
chr11	2168745	NA
chr11	2169014	exonic
chr11	2169110	NA
chr11	2169435	NA
chr11	2169540	NA
chr11	2169660	NA
chr11	2169755	NA
chr11	2169773	NA
chr11	2169774	NA
chr11	2169864	NA
chr11	2169884	NA
chr11	2169908	NA
chr11	2170143	NA
chr11	2170616	NA
chr11	2170773	NA
chr11	2171165	NA
chr11	2171293	NA
chr11	2171459	NA
chr11	2171466	NA
chr11	2171599	NA
chr11	2171601	NA
chr11	2171922	NA
chr11	2172060	NA
chr11	2172168	NA
chr11	2172257	NA
chr11	2172805	NA
chr11	2172830	NA
chr11	2173447	NA
chr11	2176042	NA
chr11	2176105	NA
chr11	2176841	NA
chr11	2176852	NA
chr11	2177369	NA
chr11	2177429	NA
chr11	2178267	NA
chr11	2178330	NA
chr11	2178508	NA
chr11	2178582	NA
chr11	2178616	NA
chr11	2178921	NA
chr11	2178995	NA
chr11	2179118	NA
chr11	2179204	NA
chr11	2179313	NA
chr11	2179352	NA
chr11	2179864	NA
chr11	2180772	NA
chr11	2180796	NA
chr11	2180845	NA
chr11	2181060	NA
chr11	2181073	NA
chr11	2181237	NA
chr11	2181338	NA
chr11	2181395	NA
chr11	2182210	NA
chr11	2182224	NA
chr11	2182495	NA
chr11	2182796	NA
chr11	2182837	NA
chr11	2182858	NA
chr11	2182878	NA
chr11	2182889	NA
chr11	2182891	NA
chr11	2182905	NA
chr11	2182908	NA
chr11	2182933	NA
chr11	2182936	NA
chr11	2182963	NA
chr11	2182979	NA
chr11	2183046	NA
chr11	2183049	NA
chr11	2183063	NA
chr11	2183076	NA
chr11	2183089	NA
chr11	2183103	NA
chr11	2183106	NA
chr11	2183120	NA
chr11	2183133	NA
chr11	2183146	NA
chr11	2183149	NA
chr11	2183162	NA
chr11	2183175	NA
chr11	2183177	NA
chr11	2183178	NA
chr11	2183264	NA
chr11	2184326	NA
chr11	2184336	NA
chr11	2184536	NA
chr11	2184848	NA
chr11	2186335	NA
chr11	2186889	NA
chr11	2187042	NA
chr11	2187136	NA
chr11	2187439	NA
chr11	2187455	NA
chr11	2187482	NA
chr11	2187855	NA
chr11	2188238	exonic
chr11	2188400	NA
chr11	2188436	NA
chr11	2188676	exonic
chr11	2189185	NA
chr11	2189718	NA
chr11	2189929	NA
chr11	2189983	NA
chr11	2190355	NA
chr11	2190418	NA
chr11	2190519	NA
chr11	2190591	NA
chr11	2190925	exonic
chr11	2190951	exonic
chr11	2191155	NA
chr11	2191383	NA
chr11	2191462	NA
chr11	2191709	NA
chr11	2192798	NA
chr11	2193001	exonic
chr11	2193023	NA
chr11	2193404	NA
chr11	2193510	NA
chr11	2193597	NA
chr11	2193817	NA
chr11	2193840	NA
chr11	2194062	NA
chr11	2194175	NA
chr11	2194357	NA
chr11	2194390	NA
chr11	2194403	NA
chr11	2194420	NA
chr11	2194810	NA
chr11	2194914	NA
chr11	2195045	NA
chr11	2195267	NA
chr11	2195288	NA
chr11	2195837	NA
chr11	2195844	NA
chr11	2195981	NA
chr11	2196102	NA
chr11	2196130	NA
chr11	2196169	NA
chr11	2196850	NA
chr11	2196910	NA
chr11	2197112	NA
chr11	2197132	NA
chr11	2197148	NA
chr11	2197234	NA
chr11	2197286	NA
chr11	2197436	NA
chr11	2198142	NA
chr11	2198259	NA
chr11	2198418	NA
chr11	2198479	NA
chr11	2198665	NA
chr11	2199458	NA
chr11	2199686	NA
chr11	2199963	NA
chr11	2200329	NA
chr11	2200512	NA
chr11	2200543	NA
chr11	2200949	NA
chr11	2201059	NA
chr11	2201108	NA
chr11	2201163	NA
chr11	2201338	NA
chr11	2203045	NA
chr11	2203154	NA
chr11	2203649	NA
chr11	2204052	NA
chr11	2204202	NA
chr11	2204288	NA
chr11	2204726	NA
chr11	2204787	NA
chr11	2204811	NA
chr11	2206027	NA
chr11	2206326	NA
chr11	2206387	NA
chr11	2206423	NA
chr11	2206429	NA
chr11	2206651	NA
chr11	2206826	NA
chr11	2206829	NA
chr11	2207046	NA
chr11	2207194	NA
chr11	2207209	NA
chr11	2207224	NA
chr11	2207877	NA
chr11	2207905	NA
chr11	2208241	NA
chr11	2208369	NA
chr11	2208400	NA
chr11	2212226	NA
chr11	2212448	NA
chr11	2212487	NA
chr11	2213492	NA
chr11	2213579	NA
chr11	2213585	NA
chr11	2213694	NA
chr11	2216116	NA
chr11	2216163	NA
chr11	2216262	NA
chr11	2216431	NA
chr11	2216556	NA
chr11	2217358	NA
chr11	2217400	NA
chr11	2218495	NA
chr11	2218817	NA
chr11	2218981	NA
chr11	2218982	NA
chr11	2219039	NA
chr11	2219461	NA
chr11	2219465	NA
chr11	2221138	NA
chr11	2221301	NA
chr11	2222913	NA
chr11	2223264	NA
chr11	2223360	NA
chr11	2223444	NA
chr11	2223474	NA
chr11	2223561	NA
chr11	2223659	NA
chr11	2223842	NA
chr11	2223850	NA
chr11	2224175	NA
chr11	2224664	NA
chr11	2224932	NA
chr11	2224958	NA
chr11	2225023	NA
chr11	2225185	NA
chr11	2225364	NA
chr11	2225596	NA
chr11	2225626	NA
chr11	2225631	NA
chr11	2225709	NA
chr11	2225827	NA
chr11	2225906	NA
chr11	2225974	NA
chr11	2226026	NA
chr11	2226225	NA
chr11	2226789	NA
chr11	2227193	NA
chr11	2227208	NA
chr11	2229573	NA
chr11	2229645	NA
chr11	2229656	NA
chr11	2229759	NA
chr11	2229782	NA
chr11	2230152	NA
chr11	2230210	NA
chr11	2230354	NA
chr11	2230460	NA
chr11	2230762	NA
chr11	2230887	NA
chr11	2231341	NA
chr11	2231356	NA
chr11	2231363	NA
chr11	2231694	NA
chr11	2231728	NA
chr11	2231774	NA
chr11	2231863	NA
chr11	2232272	NA
chr11	2232310	NA
chr11	2232344	NA
chr11	2232359	NA
chr11	2232378	NA
chr11	2232544	NA
chr11	2232553	NA
chr11	2232696	NA
chr11	2232809	NA
chr11	2232814	NA
chr11	2232911	NA
chr11	2233041	NA
chr11	2234042	NA
chr11	2234071	NA
chr11	2234093	NA
chr11	2234169	NA
chr11	2236653	NA
chr11	2236689	NA
chr11	2236750	NA
chr11	2236885	NA
chr11	2236956	NA
chr11	2237219	NA
chr11	2237221	NA
chr11	2237393	NA
chr11	2237474	NA
chr11	2237475	NA
chr11	2237506	NA
chr11	2237567	NA
chr11	2237589	NA
chr11	2237667	NA
chr11	2238538	NA
chr11	2238635	NA
chr11	2238805	NA
chr11	2238886	NA
chr11	2238974	NA
chr11	2239657	NA
chr11	2245980	NA
chr11	2245983	NA
chr11	2245991	NA
chr11	2246021	NA
chr11	2246219	NA
chr11	2246228	NA
chr11	2257567	NA
chr11	2263025	NA
chr11	2277111	NA
chr11	2277229	NA
chr11	2277407	NA
chr11	2277442	NA
chr11	2277688	NA
chr11	2277893	NA
chr11	2277990	NA
chr11	2278110	NA
chr11	2278201	NA
chr11	2278224	NA
chr11	2278326	NA
chr11	2278393	NA
chr11	2278937	NA
chr11	2278963	NA
chr11	2279129	NA
chr11	2279150	NA
chr11	2279249	NA
chr11	2279309	NA
chr11	2279372	NA
chr11	2279399	NA
chr11	2279494	NA
chr11	2279710	NA
chr11	2279711	NA
chr11	2279785	NA
chr11	2280098	NA
chr11	2280630	NA
chr11	2280658	NA
chr11	2280751	NA
chr11	2281218	NA
chr11	2281231	NA
chr11	2281501	NA
chr11	2281649	NA
chr11	2281779	NA
chr11	2282077	NA
chr11	2282206	NA
chr11	2282254	NA
chr11	2282255	NA
chr11	2282359	NA
chr11	2282360	NA
chr11	2282436	NA
chr11	2282708	NA
chr11	2282725	NA
chr11	2282733	NA
chr11	2282870	NA
chr11	2282904	NA
chr11	2283007	NA
chr11	2283011	NA
chr11	2283017	NA
chr11	2283027	NA
chr11	2283039	NA
chr11	2283051	NA
chr11	2283089	NA
chr11	2283232	NA
chr11	2283497	NA
chr11	2283540	NA
chr11	2283602	NA
chr11	2283608	NA
