"CHR","BP","TYPE1","TYPE2","COLOUR_HEX","TYPE2N"
6,109325624,"DNaseI","DNaseI","#C9DD03",1
6,109325624,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109325962,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109326183,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109326621,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109328432,"ChromHMM","Transcribed","#E0E0E0",9
6,109328988,"ChromHMM","Transcribed","#E0E0E0",9
6,109329473,"Conserved","Conserved","#F9A100",2
6,109329473,"ChromHMM","Promoter","#00DD00",6
6,109329641,"ChromHMM","Promoter","#00DD00",6
6,109329653,"ChromHMM","Promoter","#00DD00",6
6,109330367,"DNaseI","DNaseI","#C9DD03",1
6,109330367,"Conserved","Conserved","#F9A100",2
6,109330367,"ChromHMM","Promoter","#00DD00",6
6,109330417,"DNaseI","DNaseI","#C9DD03",1
6,109330417,"ChromHMM","Promoter","#00DD00",6
6,109330859,"DNaseI","DNaseI","#C9DD03",1
6,109330859,"Conserved","Conserved","#F9A100",2
6,109330859,"ChromHMM","Promoter","#00DD00",6
6,109331777,"Conserved","Conserved","#F9A100",2
6,109331777,"ChromHMM","Enhancer","#0000AA",7
6,109334162,"ChromHMM","Transcribed","#E0E0E0",9
6,109334300,"ChromHMM","Transcribed","#E0E0E0",9
6,109334458,"ChromHMM","Transcribed","#E0E0E0",9
6,109334971,"ChromHMM","Transcribed","#E0E0E0",9
6,109335969,"ChromHMM","Enhancer","#0000AA",7
6,109336051,"ChromHMM","Enhancer","#0000AA",7
6,109336617,"DNaseI","DNaseI","#C9DD03",1
6,109336617,"Conserved","Conserved","#F9A100",2
6,109336617,"ChromHMM","Enhancer","#0000AA",7
6,109338110,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109338147,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109338161,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109338433,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109339772,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109340291,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109341298,"DNaseI","DNaseI","#C9DD03",1
6,109341298,"Conserved","Conserved","#F9A100",2
6,109341298,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109341834,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109341841,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109342169,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109342693,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109343252,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109343340,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109343648,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109344975,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109345041,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109345930,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109346184,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109347057,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109347262,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109347731,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109347980,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109349355,"DNaseI","DNaseI","#C9DD03",1
6,109349355,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109349359,"DNaseI","DNaseI","#C9DD03",1
6,109349359,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109350128,"Conserved","Conserved","#F9A100",2
6,109350128,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109350290,"Conserved","Conserved","#F9A100",2
6,109350290,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109350351,"Conserved","Conserved","#F9A100",2
6,109350351,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109350489,"Conserved","Conserved","#F9A100",2
6,109350489,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109350550,"Conserved","Conserved","#F9A100",2
6,109350550,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109350616,"Conserved","Conserved","#F9A100",2
6,109350616,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109351125,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109352545,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109353216,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109353407,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109353413,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109353429,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109353519,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109355790,"Conserved","Conserved","#F9A100",2
6,109355790,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109356104,"DNaseI","DNaseI","#C9DD03",1
6,109356104,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109356589,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109357324,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109357701,"DNaseI","DNaseI","#C9DD03",1
6,109357701,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109357829,"Conserved","Conserved","#F9A100",2
6,109357829,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109358345,"Conserved","Conserved","#F9A100",2
6,109358345,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109359117,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109359687,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109359963,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109361532,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109362245,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109362749,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109363217,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109364698,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109364825,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109365911,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109366087,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109366494,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109366740,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109367169,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109367255,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109369169,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109369246,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109369307,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109369745,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109370003,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109370006,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109371129,"ChromHMM","Enhancer","#0000AA",7
6,109372120,"ChromHMM","Enhancer","#0000AA",7
6,109372366,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109372528,"Conserved","Conserved","#F9A100",2
6,109372528,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109374465,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109375972,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109376118,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109376647,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109377033,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109388086,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109388415,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109389508,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109394214,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109395509,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109396926,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109398257,"DNaseI","DNaseI","#C9DD03",1
6,109398257,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109399373,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109400279,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109402278,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109403325,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109405273,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109406223,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109406253,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109406513,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109406718,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109407958,"Conserved","Conserved","#F9A100",2
6,109407958,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109408428,"Conserved","Conserved","#F9A100",2
6,109408428,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109408549,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109409274,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109416369,"DNaseI","DNaseI","#C9DD03",1
6,109416369,"Conserved","Conserved","#F9A100",2
6,109416369,"ChromHMM","Promoter","#00DD00",6
6,109416586,"DNaseI","DNaseI","#C9DD03",1
6,109416586,"ChromHMM","Promoter","#00DD00",6
6,109418075,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109426982,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109428184,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109428467,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109432996,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109433510,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109434847,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109436345,"Conserved","Conserved","#F9A100",2
6,109436345,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109437287,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109439138,"ChromHMM","Enhancer","#0000AA",7
6,109442108,"DNaseI","DNaseI","#C9DD03",1
6,109442108,"ChromHMM","Promoter","#00DD00",6
6,109442110,"DNaseI","DNaseI","#C9DD03",1
6,109442110,"ChromHMM","Promoter","#00DD00",6
6,109442112,"DNaseI","DNaseI","#C9DD03",1
6,109442112,"ChromHMM","Promoter","#00DD00",6
6,109442160,"DNaseI","DNaseI","#C9DD03",1
6,109442160,"ChromHMM","Promoter","#00DD00",6
6,109442440,"ChromHMM","Enhancer","#0000AA",7
6,109442854,"DNaseI","DNaseI","#C9DD03",1
6,109442854,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109443844,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109445587,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109446695,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109449690,"Conserved","Conserved","#F9A100",2
6,109449690,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109450464,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109451025,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109451600,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109456774,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109456987,"DNaseI","DNaseI","#C9DD03",1
6,109456987,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109457358,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109457362,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109457989,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109459287,"ChromHMM","Transcribed","#E0E0E0",9
6,109461506,"ChromHMM","Transcribed","#E0E0E0",9
6,109463989,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109464284,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109464624,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109468570,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109469800,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109470779,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109471679,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109474646,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109478385,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109480562,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109481678,"Conserved","Conserved","#F9A100",2
6,109481678,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109482270,"Conserved","Conserved","#F9A100",2
6,109482270,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109482647,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109483826,"Conserved","Conserved","#F9A100",2
6,109483826,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109488532,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109488896,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109489927,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109492070,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109492072,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109492303,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109492305,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109492314,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109492606,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109492740,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109492837,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109493379,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109493812,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109494473,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109494689,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109494833,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109494951,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109495028,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109495072,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109495137,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109495218,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109495333,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109495729,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109495761,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109496081,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109496192,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109497085,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109497475,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109497671,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109498294,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109498878,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109499130,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109499259,"Conserved","Conserved","#F9A100",2
6,109499259,"ChromHMM","Heterochromatin","#D3D3D3",3
6,109500192,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117101970,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117111708,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117112730,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117114403,"Conserved","Conserved","#F9A100",2
6,117114403,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117116427,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117117628,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117119402,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117121427,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117122495,"DNaseI","DNaseI","#C9DD03",1
6,117122495,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117130704,"Conserved","Conserved","#F9A100",2
6,117130704,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117133634,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117134124,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117144925,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117156171,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117156408,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117160010,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117160693,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117166029,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117172218,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117173577,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117174591,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117176258,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117176757,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117176974,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117178329,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117178383,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117178401,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117178688,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117181666,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117182678,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117183445,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117183607,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117186965,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117187178,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117187910,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117188735,"Conserved","Conserved","#F9A100",2
6,117188735,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117191249,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117192190,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117193512,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117197378,"ChromHMM","Repressed","#ED3333",10
6,117199790,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117200434,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117202475,"DNaseI","DNaseI","#C9DD03",1
6,117202475,"ChromHMM","CTCF","#FFA500",4
6,117203732,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117206395,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117207682,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117208509,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117210052,"DNaseI","DNaseI","#C9DD03",1
6,117210052,"Conserved","Conserved","#F9A100",2
6,117210052,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117212258,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117212689,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117213614,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117215114,"Conserved","Conserved","#F9A100",2
6,117215114,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117215671,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117217950,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117220055,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117221186,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117221542,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117224303,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117224641,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117228290,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117229593,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117229806,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117229958,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117230339,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117230721,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117234010,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117234517,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117234711,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117235656,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117236853,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117237524,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117239141,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117239499,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117239763,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117240593,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117242021,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117257006,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117257018,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117257199,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117257543,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117257571,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117257582,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117257695,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117257795,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117258164,"Conserved","Conserved","#F9A100",2
6,117258164,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117258200,"Conserved","Conserved","#F9A100",2
6,117258200,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117258344,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117258674,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117258934,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117258948,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117259057,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117259102,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117259175,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117259191,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117259261,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117259549,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117259580,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117259673,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117259702,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117259777,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117260230,"ChromHMM","Heterochromatin","#D3D3D3",3
6,117260779,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153367613,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153375159,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153383590,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153388181,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153391618,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153394078,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153394728,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153395344,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153395594,"Conserved","Conserved","#F9A100",2
6,153395594,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153396875,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153398477,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153398478,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153398481,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153402841,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153412476,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153412477,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153412938,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153413309,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153414273,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153414287,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153415217,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153415368,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153415651,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153416133,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153416912,"Conserved","Conserved","#F9A100",2
6,153416912,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153421545,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153422140,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153424055,"Conserved","Conserved","#F9A100",2
6,153424055,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153425244,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153426679,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153426932,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153427265,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153427517,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153427706,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153428068,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153428102,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153428297,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153428611,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153428685,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153428982,"Conserved","Conserved","#F9A100",2
6,153428982,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153429447,"ChromHMM","CTCF","#FFA500",4
6,153430305,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153430451,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153430794,"Conserved","Conserved","#F9A100",2
6,153430794,"Conserved","Conserved","#F9A100",2
6,153430794,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153430794,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153430867,"Conserved","Conserved","#F9A100",2
6,153430867,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153430868,"Conserved","Conserved","#F9A100",2
6,153430868,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153431125,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153432259,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153432566,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153432697,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153432985,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153433208,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153433402,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153433534,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153433542,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153433701,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153433726,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153433763,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153433764,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153433932,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153434070,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153435639,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153437735,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153438114,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153438573,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153439767,"DNaseI","DNaseI","#C9DD03",1
6,153439767,"Conserved","Conserved","#F9A100",2
6,153439767,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153439999,"DNaseI","DNaseI","#C9DD03",1
6,153439999,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153440062,"DNaseI","DNaseI","#C9DD03",1
6,153440062,"ChromHMM","Enhancer","#0000AA",7
6,153440197,"ChromHMM","Enhancer","#0000AA",7
6,153440515,"DNaseI","DNaseI","#C9DD03",1
6,153440515,"ChromHMM","Promoter","#00DD00",6
6,153440711,"ChromHMM","Promoter","#00DD00",6
6,153440770,"ChromHMM","Promoter","#00DD00",6
6,153441079,"Conserved","Conserved","#F9A100",2
6,153441079,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153441733,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153441831,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153441982,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153442789,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153443159,"Conserved","Conserved","#F9A100",2
6,153443159,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153445965,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153447516,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153447550,"DNaseI","DNaseI","#C9DD03",1
6,153447550,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153447578,"DNaseI","DNaseI","#C9DD03",1
6,153447578,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153448252,"DNaseI","DNaseI","#C9DD03",1
6,153448252,"ChromHMM","Heterochromatin","#D3D3D3",3
6,153448307,"DNaseI","DNaseI","#C9DD03",1
6,153448307,"ChromHMM","Heterochromatin","#D3D3D3",3
